Date/Time	Year	Month	Day	Time	Data Quality	Temp (Â°C)	Temp Flag	Dew Point Temp (Â°C)	Dew Point Temp Flag	Rel Hum (%)	Rel Hum Flag	Wind Dir (10s deg)	Wind Dir Flag	Wind Spd (km/h)	Wind Spd Flag	Visibility (km)	Visibility Flag	Stn Press (kPa)	Stn Press Flag	Hmdx	Hmdx Flag	Wind Chill	Wind Chill Flag	Weather
12/1/15 0:00	2015	12	1	0:00	 	-5.7		-8		84		10		9				96.8				-10		NA
12/1/15 1:00	2015	12	1	1:00	 	-5.9		-8.3		83		9		8				96.82				-10		NA
12/1/15 2:00	2015	12	1	2:00	 	-5.9		-8.1		85		9		7				96.84				-9		NA
12/1/15 3:00	2015	12	1	3:00	 	-6.2		-8.7		82		10		8				96.85				-10		NA
12/1/15 4:00	2015	12	1	4:00	 	-6.9		-9.2		83		11		9				96.87				-11		NA
12/1/15 5:00	2015	12	1	5:00	 	-7.2		-9.4		84		10		11				96.91				-12		NA
12/1/15 6:00	2015	12	1	6:00	 	-7.4		-9.4		86		10		10				96.93				-12		NA
12/1/15 7:00	2015	12	1	7:00	 	-7		-9.2		85		11		9				96.95				-11		NA
12/1/15 8:00	2015	12	1	8:00	 	-7.1		-9.5		83		10		9				96.95				-11		NA
12/1/15 9:00	2015	12	1	9:00	 	-5.9		-8.7		81		10		8				96.95				-10		NA
12/1/15 10:00	2015	12	1	10:00	 	-4.7		-8.7		74		10		7				96.96				-8		NA
12/1/15 11:00	2015	12	1	11:00	 	-3.6		-8.7		68		13		6				96.91				-6		NA
12/1/15 12:00	2015	12	1	12:00	 	-2.5		-8.5		64		22		2				96.88				-3		NA
12/1/15 13:00	2015	12	1	13:00	 	-2		-8.3		62		19		6				96.83				-4		NA
12/1/15 14:00	2015	12	1	14:00	 	-2.5		-8.2		65		16		5				96.78				-4		NA
12/1/15 15:00	2015	12	1	15:00	 	-5.5		-8		82		17		3				96.71				-7		NA
12/1/15 16:00	2015	12	1	16:00	 	-4.8		-7.2		84		14		6				96.71				-8		NA
12/1/15 17:00	2015	12	1	17:00	 	-5.7		-7.6		87		10		3				96.66				-7		NA
12/1/15 18:00	2015	12	1	18:00	 	-6.2		-7.9		88		11		5				96.59				-9		NA
12/1/15 19:00	2015	12	1	19:00	 	-6.8		-8		91		0		1				96.56				-7		NA
12/1/15 20:00	2015	12	1	20:00	 	-6		-7.3		90		8		5				96.49				-8		NA
12/1/15 21:00	2015	12	1	21:00	 	-5.4		-7		89		10		7				96.4				-9		NA
12/1/15 22:00	2015	12	1	22:00	 	-5		-6.7		88		9		7				96.35				-8		NA
12/1/15 23:00	2015	12	1	23:00	 	-4.8		-6.4		88		9		6				96.31				-8		NA
12/2/15 0:00	2015	12	2	0:00	 	-4.7		-6.3		88		10		8				96.27				-8		NA
12/2/15 1:00	2015	12	2	1:00	 	-4.8		-5.4		96		8		4				96.27				-7		NA
12/2/15 2:00	2015	12	2	2:00	 	-4.7		-5.2		96		9		7				96.26				-8		NA
12/2/15 3:00	2015	12	2	3:00	 	-4.1		-4.7		96		10		9				96.24				-8		NA
12/2/15 4:00	2015	12	2	4:00	 	-4.4		-5.1		94		11		8				96.24				-8		NA
12/2/15 5:00	2015	12	2	5:00	 	-4.1		-5		93		10		11				96.31				-9		NA
12/2/15 6:00	2015	12	2	6:00	 	-4		-5		93		9		10				96.33				-8		NA
12/2/15 7:00	2015	12	2	7:00	 	-4.6		-5.6		92		11		10				96.39				-9		NA
12/2/15 8:00	2015	12	2	8:00	 	-4.3		-5.3		93		10		12				96.41				-9		NA
12/2/15 9:00	2015	12	2	9:00	 	-3.5		-4.8		90		10		13				96.45				-8		NA
12/2/15 10:00	2015	12	2	10:00	 	-2.7		-4.2		90		10		8				96.47				-6		NA
12/2/15 11:00	2015	12	2	11:00	 	-1.1		-3.8		82		10		4				96.49				-2		NA
12/2/15 12:00	2015	12	2	12:00	 	-0.8		-3.3		83		10		7				96.47				-3		NA
12/2/15 13:00	2015	12	2	13:00	 	-0.2		-3		82		9		5				96.44				-2		NA
12/2/15 14:00	2015	12	2	14:00	 	-0.4		-2.8		84		9		4				96.5				-2		NA
12/2/15 15:00	2015	12	2	15:00	 	-0.7		-2.7		86		10		8				96.44				-4		NA
12/2/15 16:00	2015	12	2	16:00	 	-0.8		-2.7		87		10		8				96.41				-4		NA
12/2/15 17:00	2015	12	2	17:00	 	-1		-2.6		89		9		5				96.38				-3		NA
12/2/15 18:00	2015	12	2	18:00	 	-1.1		-2.6		90		10		10				96.33				-5		NA
12/2/15 19:00	2015	12	2	19:00	 	-1.2		-2.5		91		9		5				96.35				-3		NA
12/2/15 20:00	2015	12	2	20:00	 	-1.4		-2.6		92		10		9				96.27				-5		NA
12/2/15 21:00	2015	12	2	21:00	 	-1.4		-2.6		91		9		9				96.19				-5		NA
12/2/15 22:00	2015	12	2	22:00	 	-1.2		-2.5		91		9		8				96.1				-4		NA
12/2/15 23:00	2015	12	2	23:00	 	-1.1		-2.4		91		10		8				96.09				-4		NA
12/3/15 0:00	2015	12	3	0:00	 	-1		-2.2		92		10		12				95.94				-5		NA
12/3/15 1:00	2015	12	3	1:00	 	-0.4		-1.9		89		10		7				95.83				-3		NA
12/3/15 2:00	2015	12	3	2:00	 	-0.7		-1.9		92		7		3				95.72				-2		NA
12/3/15 3:00	2015	12	3	3:00	 	-0.6		-1.9		91		7		3				95.6				-2		NA
12/3/15 4:00	2015	12	3	4:00	 	-0.8		-1.8		93		8		3				95.4				-2		NA
12/3/15 5:00	2015	12	3	5:00	 	-0.5		-1.6		92		6		3				95.32				-1		NA
12/3/15 6:00	2015	12	3	6:00	 	-0.6		-1.4		94				0				95.22						NA
12/3/15 7:00	2015	12	3	7:00	 	0		-0.5		97		17		3				95.13				-1		NA
12/3/15 8:00	2015	12	3	8:00	 	-0.3		-0.7		98		10		3				95.04				-1		NA
12/3/15 9:00	2015	12	3	9:00	 	-0.1		-0.5		97		18		2				95.03				-1		NA
12/3/15 10:00	2015	12	3	10:00	 	0.5		-0.2		95		10		5				95						NA
12/3/15 11:00	2015	12	3	11:00	 	0.8		0.2		96		11		8				94.89						NA
12/3/15 12:00	2015	12	3	12:00	 	1.8		0.5		91		10		6				94.76						NA
12/3/15 13:00	2015	12	3	13:00	 	1.7		0.8		94		2		3				94.72						NA
12/3/15 14:00	2015	12	3	14:00	 	1.6		0.7		94		8		2				94.59						NA
12/3/15 15:00	2015	12	3	15:00	 	1.5		0.9		96		8		1				94.55						NA
12/3/15 16:00	2015	12	3	16:00	 	1.2		0.9		98		0		1				94.5						NA
12/3/15 17:00	2015	12	3	17:00	 	1.1		0.9		98		28		2				94.42						NA
12/3/15 18:00	2015	12	3	18:00	 	1.2		1.1		99		21		3				94.4						NA
12/3/15 19:00	2015	12	3	19:00	 	1.1		1		99		11		3				94.34						NA
12/3/15 20:00	2015	12	3	20:00	 	1		0.9		99		7		2				94.37						NA
12/3/15 21:00	2015	12	3	21:00	 	0.6		0.6		100		10		3				94.36						NA
12/3/15 22:00	2015	12	3	22:00	 	1.2		1.2		100		10		4				94.37						NA
12/3/15 23:00	2015	12	3	23:00	 	1		1		100		7		5				94.39						NA
12/4/15 0:00	2015	12	4	0:00	 	1.5		1.4		99		20		3				94.51						NA
12/4/15 1:00	2015	12	4	1:00	 	1.8		1.6		99		9		7				94.56						NA
12/4/15 2:00	2015	12	4	2:00	 	2.1		1.8		98		10		11				94.67						NA
12/4/15 3:00	2015	12	4	3:00	 	1.7		1.3		97		9		6				94.73						NA
12/4/15 4:00	2015	12	4	4:00	 	1		0.8		99		9		3				94.78						NA
12/4/15 5:00	2015	12	4	5:00	 	0.5		0.4		100		10		7				94.84						NA
12/4/15 6:00	2015	12	4	6:00	 	0.6		0.6		100		9		5				94.93						NA
12/4/15 7:00	2015	12	4	7:00	 	0.3		0.3		100		9		6				95.01						NA
12/4/15 8:00	2015	12	4	8:00	 	-0.2		-0.2		100		9		7				95.14				-3		NA
12/4/15 9:00	2015	12	4	9:00	 	0.8		0.8		100		10		8				95.2						NA
12/4/15 10:00	2015	12	4	10:00	 	1.4		0.9		97		5		5				95.3						NA
12/4/15 11:00	2015	12	4	11:00	 	1.6		1		96		9		5				95.38						NA
12/4/15 12:00	2015	12	4	12:00	 	2.1		1.4		95		8		4				95.41						NA
12/4/15 13:00	2015	12	4	13:00	 	2.2		1.3		94		9		4				95.49						NA
12/4/15 14:00	2015	12	4	14:00	 	2.4		1.4		93		8		5				95.52						NA
12/4/15 15:00	2015	12	4	15:00	 	3		1.6		91		10		3				95.6						NA
12/4/15 16:00	2015	12	4	16:00	 	1.7		1		95		9		4				95.68						NA
12/4/15 17:00	2015	12	4	17:00	 	0.8		0.4		97		7		4				95.73						NA
12/4/15 18:00	2015	12	4	18:00	 	0.2		-0.1		98		8		2				95.81						NA
12/4/15 19:00	2015	12	4	19:00	 	-0.1		-0.3		99		6		5				95.85				-2		NA
12/4/15 20:00	2015	12	4	20:00	 	-0.3		-0.6		98		9		4				95.96				-2		NA
12/4/15 21:00	2015	12	4	21:00	 	-1.7		-1.8		99		12		6				96.01				-4		NA
12/4/15 22:00	2015	12	4	22:00	 	-1.1		-1.1		100		11		5				96.08				-3		NA
12/4/15 23:00	2015	12	4	23:00	 	-0.9		-0.9		100		8		5				96.09				-3		NA
12/5/15 0:00	2015	12	5	0:00	 	-1.2		-1.5		98		9		7				96.14				-4		NA
12/5/15 1:00	2015	12	5	1:00	 	-2		-2.4		97		5		4				96.15				-3		NA
12/5/15 2:00	2015	12	5	2:00	 	-2.9		-3.1		98		7		4				96.23				-4		NA
12/5/15 3:00	2015	12	5	3:00	 	-2.5		-2.6		99		8		6				96.2				-5		NA
12/5/15 4:00	2015	12	5	4:00	 	-2.2		-2.2		99		9		6				96.18				-5		NA
12/5/15 5:00	2015	12	5	5:00	 	-1.5		-1.8		98		9		5				96.26				-3		NA
12/5/15 6:00	2015	12	5	6:00	 	-1.2		-1.5		98		8		4				96.24				-3		NA
12/5/15 7:00	2015	12	5	7:00	 	-0.6		-1		97		13		6				96.23				-3		NA
12/5/15 8:00	2015	12	5	8:00	 	-0.8		-1.3		96		8		5				96.24				-2		NA
12/5/15 9:00	2015	12	5	9:00	 	-0.2		-0.9		95		9		3				96.21				-1		NA
12/5/15 10:00	2015	12	5	10:00	 	0.8		-0.4		92		13		6				96.22						NA
12/5/15 11:00	2015	12	5	11:00	 	2.4		-0.1		83		21		5				96.16						NA
12/5/15 12:00	2015	12	5	12:00	 	1.7		-0.2		88		9		3				96.13						NA
12/5/15 13:00	2015	12	5	13:00	 	1.5		-0.2		89		7		3				96.05						NA
12/5/15 14:00	2015	12	5	14:00	 	1.6		0.2		91		14		6				95.97						NA
12/5/15 15:00	2015	12	5	15:00	 	1.2		0.7		97		13		4				95.9						NA
12/5/15 16:00	2015	12	5	16:00	 	1.5		1.1		97		22		3				95.87						NA
12/5/15 17:00	2015	12	5	17:00	 	1.3		1.2		100		24		3				95.84						NA
12/5/15 18:00	2015	12	5	18:00	 	1.4		1.4		100		19		3				95.79						NA
12/5/15 19:00	2015	12	5	19:00	 	1.5		1.5		100		23		3				95.74						NA
12/5/15 20:00	2015	12	5	20:00	 	1.5		1.5		100		0		1				95.69						NA
12/5/15 21:00	2015	12	5	21:00	 	1.3		1.3		100		35		2				95.66						NA
12/5/15 22:00	2015	12	5	22:00	 	1.4		1.4		100		24		5				95.61						NA
12/5/15 23:00	2015	12	5	23:00	 	1.3		1.3		100		26		7				95.57						NA
12/6/15 0:00	2015	12	6	0:00	 	1.2		1.2		100		20		4				95.56						NA
12/6/15 1:00	2015	12	6	1:00	 	1.7		1.7		100		11		10				95.49						NA
12/6/15 2:00	2015	12	6	2:00	 	2.2		1.5		95		11		10				95.49						NA
12/6/15 3:00	2015	12	6	3:00	 	1.7		1.4		98		10		11				95.43						NA
12/6/15 4:00	2015	12	6	4:00	 	1.8		1.5		98		10		9				95.39						NA
12/6/15 5:00	2015	12	6	5:00	 	1.7		1.4		98		14		8				95.34						NA
12/6/15 6:00	2015	12	6	6:00	 	1.5		1.4		99		12		1				95.32						NA
12/6/15 7:00	2015	12	6	7:00	 	1.7		1.5		99		11		7				95.28						NA
12/6/15 8:00	2015	12	6	8:00	 	1.5		1.5		100		9		3				95.31						NA
12/6/15 9:00	2015	12	6	9:00	 	1.5		1.5		100		13		12				95.31						NA
12/6/15 10:00	2015	12	6	10:00	 	1.6		1.6		100		10		3				95.36						NA
12/6/15 11:00	2015	12	6	11:00	 	2.3		2.2		100		9		3				95.41						NA
12/6/15 12:00	2015	12	6	12:00	 	2.6		2.5		99		10		1				95.38						NA
12/6/15 13:00	2015	12	6	13:00	 	4.9		2.8		87		35		2				95.41						NA
12/6/15 14:00	2015	12	6	14:00	 	5.1		3		86		0		1				95.44						NA
12/6/15 15:00	2015	12	6	15:00	 	3.5		2.5		93		10		9				95.47						NA
12/6/15 16:00	2015	12	6	16:00	 	2.5		2		97		10		14				95.49						NA
12/6/15 17:00	2015	12	6	17:00	 	2.2		1.8		98		11		8				95.53						NA
12/6/15 18:00	2015	12	6	18:00	 	1.8		1.7		100		9		7				95.56						NA
12/6/15 19:00	2015	12	6	19:00	 	1.9		1.7		99		8		7				95.43						NA
12/6/15 20:00	2015	12	6	20:00	 	1.8		1.4		97		11		13				95.44						NA
12/6/15 21:00	2015	12	6	21:00	 	2.8		1.8		93		10		15				95.36						NA
12/6/15 22:00	2015	12	6	22:00	 	2.9		1.6		91		13		12				95.26						NA
12/6/15 23:00	2015	12	6	23:00	 	2.9		1.8		92		13		9				95.26						NA
12/7/15 0:00	2015	12	7	0:00	 	2.4		1.5		94		5		2				95.22						NA
12/7/15 1:00	2015	12	7	1:00	 	2.3		1.6		95		9		6				95.13						NA
12/7/15 2:00	2015	12	7	2:00	 	1.3		1		98		7		3				95.14						NA
12/7/15 3:00	2015	12	7	3:00	 	1.8		1.4		97		13		3				95.07						NA
12/7/15 4:00	2015	12	7	4:00	 	1.7		1.3		97		17		3				95						NA
12/7/15 5:00	2015	12	7	5:00	 	1		0.6		98		9		5				94.95						NA
12/7/15 6:00	2015	12	7	6:00	 	1.9		1.5		97		9		6				95.01						NA
12/7/15 7:00	2015	12	7	7:00	 	2.3		1.6		95		9		6				94.95						NA
12/7/15 8:00	2015	12	7	8:00	 	2.1		1.5		96		9		5				94.93						NA
12/7/15 9:00	2015	12	7	9:00	 	2.7		1.9		94		9		5				94.89						NA
12/7/15 10:00	2015	12	7	10:00	 	2.6		1.8		95		7		3				94.95						NA
12/7/15 11:00	2015	12	7	11:00	 	2.7		2.1		96		11		4				94.91						NA
12/7/15 12:00	2015	12	7	12:00	 	3.2		2.5		95		10		3				94.86						NA
12/7/15 13:00	2015	12	7	13:00	 	3.5		2.9		96		7		2				94.82						NA
12/7/15 14:00	2015	12	7	14:00	 	3.5		2.9		96				0				94.82						NA
12/7/15 15:00	2015	12	7	15:00	 	3.2		2.6		96		9		6				94.79						NA
12/7/15 16:00	2015	12	7	16:00	 	3.1		2.3		95		10		12				94.76						NA
12/7/15 17:00	2015	12	7	17:00	 	2.8		2.1		95		9		12				94.77						NA
12/7/15 18:00	2015	12	7	18:00	 	2.8		2		94		9		4				94.83						NA
12/7/15 19:00	2015	12	7	19:00	 	2.2		1.7		97		10		5				94.96						NA
12/7/15 20:00	2015	12	7	20:00	 	2.3		1.9		97		10		9				95.02						NA
12/7/15 21:00	2015	12	7	21:00	 	2.3		1.9		97		10		11				95.08						NA
12/7/15 22:00	2015	12	7	22:00	 	2.5		2.1		98		9		8				95.14						NA
12/7/15 23:00	2015	12	7	23:00	 	2.1		1.7		97		9		13				95.18						NA
12/8/15 0:00	2015	12	8	0:00	 	2.5		1.9		96		11		9				95.26						NA
12/8/15 1:00	2015	12	8	1:00	 	2.7		2.2		97		10		12				95.22						NA
12/8/15 2:00	2015	12	8	2:00	 	2.9		2.4		97		11		12				95.29						NA
12/8/15 3:00	2015	12	8	3:00	 	2.7		2.2		96		9		4				95.25						NA
12/8/15 4:00	2015	12	8	4:00	 	2.4		2.1		97		8		3				95.19						NA
12/8/15 5:00	2015	12	8	5:00	 	2.2		2.1		100		10		8				95.11						NA
12/8/15 6:00	2015	12	8	6:00	 	2.5		2.4		99		11		10				94.99						NA
12/8/15 7:00	2015	12	8	7:00	 	2.3		2.2		99		9		8				94.87						NA
12/8/15 8:00	2015	12	8	8:00	 	2.4		2.2		99		12		5				94.75						NA
12/8/15 9:00	2015	12	8	9:00	 	2.8		2.6		98		10		3				94.59						NA
12/8/15 10:00	2015	12	8	10:00	 	3.1		3		99		11		5				94.47						NA
12/8/15 11:00	2015	12	8	11:00	 	3.8		3.5		99		8		3				94.4						NA
12/8/15 12:00	2015	12	8	12:00	 	4.5		4.1		97		34		2				94.37						NA
12/8/15 13:00	2015	12	8	13:00	 	4.6		4.3		98		4		2				94.34						NA
12/8/15 14:00	2015	12	8	14:00	 	4.8		4.4		97		17		5				94.39						NA
12/8/15 15:00	2015	12	8	15:00	 	5.4		4.6		94		9		5				94.35						NA
12/8/15 16:00	2015	12	8	16:00	 	4.2		3.3		94		9		9				94.34						NA
12/8/15 17:00	2015	12	8	17:00	 	4.5		3.6		94		7		5				94.36						NA
12/8/15 18:00	2015	12	8	18:00	 	4.1		3.3		95		8		8				94.34						NA
12/8/15 19:00	2015	12	8	19:00	 	4.5		3.2		92		7		8				94.38						NA
12/8/15 20:00	2015	12	8	20:00	 	4.8		3.3		90		7		5				94.39						NA
12/8/15 21:00	2015	12	8	21:00	 	5.2		3.1		86		10		11				94.39						NA
12/8/15 22:00	2015	12	8	22:00	 	7.1		3.1		76		17		9				94.43						NA
12/8/15 23:00	2015	12	8	23:00	 	6.6		3.3		79		11		8				94.35						NA
12/9/15 0:00	2015	12	9	0:00	 	4.7		3.8		93		11		7				94.3						NA
12/9/15 1:00	2015	12	9	1:00	 	4.3		3.8		97		10		11				94.2						NA
12/9/15 2:00	2015	12	9	2:00	 	3.8		3.5		98		10		7				94.03						NA
12/9/15 3:00	2015	12	9	3:00	 	3.6		3.4		99		10		5				93.92						NA
12/9/15 4:00	2015	12	9	4:00	 	3.9		3.5		98		11		11				93.73						NA
12/9/15 5:00	2015	12	9	5:00	 	3.8		3.4		97		14		7				93.7						NA
12/9/15 6:00	2015	12	9	6:00	 	3.5		3.3		99		27		3				93.73						NA
12/9/15 7:00	2015	12	9	7:00	 	3.4		3.4		99		12		6				93.68						NA
12/9/15 8:00	2015	12	9	8:00	 	2.5		2.3		99		8		3				93.75						NA
12/9/15 9:00	2015	12	9	9:00	 	2.8		2.6		99		8		11				93.82						NA
12/9/15 10:00	2015	12	9	10:00	 	6.4		4.3		86		7		7				93.93						NA
12/9/15 11:00	2015	12	9	11:00	 	8		3.9		75		1		4				94.04						NA
12/9/15 12:00	2015	12	9	12:00	 	10.1		0.9		53		25		11				94.11						NA
12/9/15 13:00	2015	12	9	13:00	 	10.1		0.2		50		24		15				94.25						NA
12/9/15 14:00	2015	12	9	14:00	 	9.9		-0.9		47		23		14				94.36						NA
12/9/15 15:00	2015	12	9	15:00	 	9.3		-1.2		48		28		12				94.5						NA
12/9/15 16:00	2015	12	9	16:00	 	8.5		-2.4		46		24		14				94.63						NA
12/9/15 17:00	2015	12	9	17:00	 	8.1		-3.2		45		27		12				94.74						NA
12/9/15 18:00	2015	12	9	18:00	 	6.8		-1.4		56		30		10				94.83						NA
12/9/15 19:00	2015	12	9	19:00	 	7.4		-1.8		52		29		14				94.89						NA
12/9/15 20:00	2015	12	9	20:00	 	7.4		-2.5		49		26		8				94.97						NA
12/9/15 21:00	2015	12	9	21:00	 	4.7		-1.9		62		36		3				94.98						NA
12/9/15 22:00	2015	12	9	22:00	 	4.1		-1.9		65		7		3				94.95						NA
12/9/15 23:00	2015	12	9	23:00	 	2.7		-1.6		73		10		14				94.9						NA
12/10/15 0:00	2015	12	10	0:00	 	2		-1.5		78		9		16				94.77						NA
12/10/15 1:00	2015	12	10	1:00	 	1.4		-1.8		79		10		13				94.82						NA
12/10/15 2:00	2015	12	10	2:00	 	1.6		-1.7		79		8		11				94.62						NA
12/10/15 3:00	2015	12	10	3:00	 	1.5		-1.8		78		9		15				94.42						NA
12/10/15 4:00	2015	12	10	4:00	 	1.3		-1.5		81		9		12				94.22						NA
12/10/15 5:00	2015	12	10	5:00	 	1		-1.4		84		11		14				94.13						NA
12/10/15 6:00	2015	12	10	6:00	 	1.5		-1.3		81		9		10				93.99						NA
12/10/15 7:00	2015	12	10	7:00	 	2.4		-1.4		76		9		13				93.78						NA
12/10/15 8:00	2015	12	10	8:00	 	3.9		-2.1		65		10		20				93.66						NA
12/10/15 9:00	2015	12	10	9:00	 	3.1		-1.6		71		8		9				93.66						NA
12/10/15 10:00	2015	12	10	10:00	 	3		-1.1		74		9		8				93.66						NA
12/10/15 11:00	2015	12	10	11:00	 	3.6		-0.9		72		1		2				93.66						NA
12/10/15 12:00	2015	12	10	12:00	 	4.7		-0.1		71		8		6				93.57						NA
12/10/15 13:00	2015	12	10	13:00	 	5.2		-0.4		67		11		13				93.54						NA
12/10/15 14:00	2015	12	10	14:00	 	5.3		-0.4		66		13		6				93.54						NA
12/10/15 15:00	2015	12	10	15:00	 	3.4		0.5		82		24		5				93.58						NA
12/10/15 16:00	2015	12	10	16:00	 	3.2		0.7		84		26		2				93.69						NA
12/10/15 17:00	2015	12	10	17:00	 	2.3		1.4		94		32		2				93.77						NA
12/10/15 18:00	2015	12	10	18:00	 	1.3		1		98		14		3				93.85						NA
12/10/15 19:00	2015	12	10	19:00	 	1.2		1.1		99		10		2				93.9						NA
12/10/15 20:00	2015	12	10	20:00	 	0.8		0.8		100		9		2				93.99						NA
12/10/15 21:00	2015	12	10	21:00	 	0.7		0.7		100		17		2				94.05						NA
12/10/15 22:00	2015	12	10	22:00	 	0.8		0.8		100		10		8				94.11						NA
12/10/15 23:00	2015	12	10	23:00	 	0.2		0.1		99		12		5				94.2						NA
12/11/15 0:00	2015	12	11	0:00	 	0.5		0.2		98		12		9				94.29						NA
12/11/15 1:00	2015	12	11	1:00	 	0.3		-0.1		97		10		12				94.33						NA
12/11/15 2:00	2015	12	11	2:00	 	-0.1		-0.1		100		10		12				94.4				-4		NA
12/11/15 3:00	2015	12	11	3:00	 	-0.3		-0.3		100		10		15				94.46				-5		NA
12/11/15 4:00	2015	12	11	4:00	 	-0.8		-0.8		100		10		15				94.49				-5		NA
12/11/15 5:00	2015	12	11	5:00	 	-0.6		-0.6		100		10		15				94.54				-5		NA
12/11/15 6:00	2015	12	11	6:00	 	-0.7		-0.7		100		10		14				94.62				-5		NA
12/11/15 7:00	2015	12	11	7:00	 	-1.1		-1.1		100		11		12				94.69				-5		NA
12/11/15 8:00	2015	12	11	8:00	 	-1.2		-1.2		100		10		15				94.76				-6		NA
12/11/15 9:00	2015	12	11	9:00	 	-0.7		-0.7		100		10		14				94.81				-5		NA
12/11/15 10:00	2015	12	11	10:00	 	0.2		-0.2		97		9		12				94.86						NA
12/11/15 11:00	2015	12	11	11:00	 	-0.1		-0.4		98		9		11				94.87				-4		NA
12/11/15 12:00	2015	12	11	12:00	 	0.2		0		98		9		11				94.9						NA
12/11/15 13:00	2015	12	11	13:00	 	0.8		-0.1		94		9		11				94.9						NA
12/11/15 14:00	2015	12	11	14:00	 	0		-0.1		99		8		5				94.94				-2		NA
12/11/15 15:00	2015	12	11	15:00	 	0		0		100		9		6				94.99				-2		NA
12/11/15 16:00	2015	12	11	16:00	 	0.1		0.1		100		10		8				95.05						NA
12/11/15 17:00	2015	12	11	17:00	 	0.1		0.1		100		9		7				95.09						NA
12/11/15 18:00	2015	12	11	18:00	 	0.1		0.1		100		9		3				95.13						NA
12/11/15 19:00	2015	12	11	19:00	 	-0.1		-0.1		100		9		4				95.15				-1		NA
12/11/15 20:00	2015	12	11	20:00	 	0		0		100		9		4				95.18				-1		NA
12/11/15 21:00	2015	12	11	21:00	 	-0.1		-0.1		100		8		3				95.2				-1		NA
12/11/15 22:00	2015	12	11	22:00	 	-0.2		-0.2		100		10		5				95.19				-2		NA
12/11/15 23:00	2015	12	11	23:00	 	-0.2		-0.2		100		9		2				95.23				-1		NA
12/12/15 0:00	2015	12	12	0:00	 	-0.5		-0.5		100		7		3				95.21				-1		NA
12/12/15 1:00	2015	12	12	1:00	 	-0.8		-0.8		100		10		1				95.26				-1		NA
12/12/15 2:00	2015	12	12	2:00	 	-0.4		-0.4		100				0				95.31						NA
12/12/15 3:00	2015	12	12	3:00	 	0.1		0.1		100		17		3				95.33						NA
12/12/15 4:00	2015	12	12	4:00	 	0.1		0.1		100		4		1				95.3						NA
12/12/15 5:00	2015	12	12	5:00	 	0.1		0.1		100		9		2				95.3						NA
12/12/15 6:00	2015	12	12	6:00	 	0		0		100		5		1				95.3				0		NA
12/12/15 7:00	2015	12	12	7:00	 	0.3		0		98		10		7				95.27						NA
12/12/15 8:00	2015	12	12	8:00	 	0		-0.3		98		10		5				95.25				-2		NA
12/12/15 9:00	2015	12	12	9:00	 	0.3		-0.2		97		10		10				95.17						NA
12/12/15 10:00	2015	12	12	10:00	 	0.7		-0.1		94		9		6				95.17						NA
12/12/15 11:00	2015	12	12	11:00	 	0.8		-0.2		93		10		9				95.07						NA
12/12/15 12:00	2015	12	12	12:00	 	1.1		0.1		93		9		6				94.91						NA
12/12/15 13:00	2015	12	12	13:00	 	1		0.3		95		10		12				94.74						NA
12/12/15 14:00	2015	12	12	14:00	 	1.5		0.3		91		10		11				94.63						NA
12/12/15 15:00	2015	12	12	15:00	 	1.1		0.3		94		10		9				94.44						NA
12/12/15 16:00	2015	12	12	16:00	 	1		0.3		95		8		9				94.23						NA
12/12/15 17:00	2015	12	12	17:00	 	0.9		0.3		96		10		10				94.06						NA
12/12/15 18:00	2015	12	12	18:00	 	1.1		0.4		95		12		11				93.94						NA
12/12/15 19:00	2015	12	12	19:00	 	1.4		0.9		96		9		15				93.79						NA
12/12/15 20:00	2015	12	12	20:00	 	0.9		0.6		98		26		3				93.75						NA
12/12/15 21:00	2015	12	12	21:00	 	0.5		0.5		100		28		4				93.71						NA
12/12/15 22:00	2015	12	12	22:00	 	0.5		0.5		100		22		8				93.66						NA
12/12/15 23:00	2015	12	12	23:00	 	0.3		0.3		100		15		2				93.7						NA
12/13/15 0:00	2015	12	13	0:00	 	0.3		0.3		100		14		3				93.67						NA
12/13/15 1:00	2015	12	13	1:00	 	0.2		0.2		100		10		5				93.66						NA
12/13/15 2:00	2015	12	13	2:00	 	0		0		100		15		3				93.7				-1		NA
12/13/15 3:00	2015	12	13	3:00	 	-0.6		-0.6		100		14		4				93.72				-2		NA
12/13/15 4:00	2015	12	13	4:00	 	-0.1		-0.1		100		9		3				93.77				-1		NA
12/13/15 5:00	2015	12	13	5:00	 	-0.2		-0.4		99		9		5				93.81				-2		NA
12/13/15 6:00	2015	12	13	6:00	 	-0.4		-0.5		99		9		3				93.86				-1		NA
12/13/15 7:00	2015	12	13	7:00	 	-0.1		-0.3		99		9		3				93.88				-1		NA
12/13/15 8:00	2015	12	13	8:00	 	0.2		0		99		9		4				93.92						NA
12/13/15 9:00	2015	12	13	9:00	 	0.5		0.2		98		12		2				94						NA
12/13/15 10:00	2015	12	13	10:00	 	0.7		0.5		99		0		1				94.08						NA
12/13/15 11:00	2015	12	13	11:00	 	1.2		1		99		23		4				94.13						NA
12/13/15 12:00	2015	12	13	12:00	 	1.7		1.4		98		23		3				94.16						NA
12/13/15 13:00	2015	12	13	13:00	 	2.3		1.9		97		24		2				94.17						NA
12/13/15 14:00	2015	12	13	14:00	 	2.3		2		97		22		3				94.22						NA
12/13/15 15:00	2015	12	13	15:00	 	2.2		1.9		98		23		3				94.31						NA
