station	latitude	longitude	year	date	jd	tod	dtime	time	tempc	meantempf	temp	deltam1	delta2	delta3	delta4	maxtemp	mintemp	noerrors	er1	er2	er3	er4	er5	er6	er7	er8	er9	er10	dwpt	rh	wdir	wspd	stnpresskpa
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	0	2	12:00:24 AM	2		35.59999847	-1.800003052	1.800003052	1.800003052	1.800003052			8	0	0	0	0	0	0	0	0	0	0	0.5	90		9	96.08999634
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	1	2.041666746	1:00:24 AM	2		35.59999847	0	1.800003052	1.800003052	1.800003052			8	0	0	0	0	0	0	0	0	0	0	0.100000001	87	18	17	96.16999817
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	2	2.083333254	2:00:24 AM	3		37.40000153	1.800003052	0	0	0			8	0	0	0	0	0	6	0	0	0	1	0.200000003	82	12	11	96.31999969
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	3	2.125	3:00:24 AM	3		37.40000153	0	0	0	0			8	0	0	0	0	0	6	0	0	0	1	0.600000024	84	17	15	96.41999817
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	4	2.166666746	4:00:24 AM	3		37.40000153	0	0	0	-1.800003052			8	0	0	0	0	0	6	0	0	0	1	0.699999988	85	16	13	96.5
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	5	2.208333254	5:00:24 AM	3		37.40000153	0	0	-1.800003052	-3.600002289			8	0	0	0	0	0	0	0	0	0	0	0.600000024	84	15	15	96.52999878
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	6	2.25	6:00:24 AM	3		37.40000153	0	-1.800003052	-3.600002289	0			8	0	0	0	0	0	0	0	0	0	0	0.400000006	83	12	13	96.62999725
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	7	2.291666746	7:00:24 AM	3		37.40000153	0	-3.600002289	0	0			8	0	0	0	0	0	0	0	0	0	0	0.400000006	83	15	8	96.66999817
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	8	2.333333254	8:00:24 AM	2		35.59999847	-1.800003052	1.800003052	1.800003052	3.600002289			8	0	0	0	0	0	0	0	0	0	0	-0.800000012	82	13	11	96.75
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	9	2.375	9:00:24 AM	1		33.79999924	-1.799999237	3.600002289	5.400001526	5.400001526			8	0	0	0	0	0	0	0	0	0	0	-0.899999976	87	19	8	96.86000061
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	10	2.416666746	10:00:24 AM	3		37.40000153	3.600002289	1.799999237	1.799999237	0			8	0	0	0	0	0	0	0	0	0	0	0.100000001	81	15	13	96.94999695
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	11	2.458333254	11:00:24 AM	3		37.40000153	0	1.799999237	0	0			8	0	0	0	0	0	0	0	0	0	0	0.100000001	81	16	13	96.98999786
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	12	2.5	12:00:24 PM	4		39.20000076	1.799999237	-1.799999237	-1.799999237	-1.799999237			8	0	0	0	0	0	0	0	0	0	0	0.899999976	80	16	9	96.98999786
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	13	2.541666746	1:00:24 PM	4		39.20000076	0	-1.799999237	-1.799999237	-1.799999237			8	0	0	0	0	0	0	0	0	0	0	0.899999976	80	14	13	96.98999786
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	14	2.583333254	2:00:24 PM	3		37.40000153	-1.799999237	0	0	-1.800003052			8	0	0	0	0	0	6	0	0	0	1	0.899999976	86	17	8	96.98999786
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	15	2.625	3:00:24 PM	3		37.40000153	0	0	-1.800003052	-1.800003052			8	0	0	0	0	0	0	0	0	0	0	1.5	90	18	8	97.02999878
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	16	2.666666746	4:00:24 PM	3		37.40000153	0	-1.800003052	-1.800003052	-1.800003052			8	0	0	0	0	0	0	0	0	0	0	1.200000048	88	14	9	97.11000061
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	17	2.708333254	5:00:24 PM	3		37.40000153	0	-1.800003052	-1.800003052	-1.800003052			8	0	0	0	0	0	0	0	0	0	0	1.5	90		4	97.13999939
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	18	2.75	6:00:24 PM	2		35.59999847	-1.800003052	0	0	0			8	0	0	0	0	0	6	0	0	0	1	0.800000012	92	18	8	97.20999908
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	19	2.791666746	7:00:24 PM	2		35.59999847	0	0	0	0			8	0	0	0	0	0	6	0	0	0	1	0.699999988	91	19	8	97.26000214
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	20	2.833333254	8:00:24 PM	2		35.59999847	0	0	0	0			8	0	0	0	0	0	6	0	0	0	1	0.699999988	91	15	8	97.27999878
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	21	2.875	9:00:24 PM	2		35.59999847	0	0	0	1.800003052			8	0	0	0	0	0	6	0	0	0	1	0.699999988	91	19	9	97.30999756
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	22	2.916666746	10:00:24 PM	2		35.59999847	0	0	1.800003052	0			8	0	0	0	0	0	0	0	0	0	0	1	93	19	8	97.33000183
Kelowna Airport	49.02999878	-119.4649963	2010	1/2/10	2	23	2.958333254	11:00:24 PM	2		35.59999847	0	1.800003052	0	1.800003052			8	0	0	0	0	0	0	0	0	0	0	0.5	90	14	9	97.37000275
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	0	3	12:00:24 AM	2		35.59999847	0	0	1.800003052	1.800003052			7	0	0	0	0	0	0	0	0	0	0	1	93	16	8	97.36000061
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	1	3.041666746	1:00:24 AM	3		37.40000153	1.800003052	0	0	-1.800003052			7	0	0	0	0	0	0	0	0	0	0	1.399999976	89	14	15	97.38999939
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	2	3.083333254	2:00:24 AM	2		35.59999847	-1.800003052	1.800003052	0	0			7	0	0	0	0	0	0	0	0	0	0	0.5	90		4	97.43000031
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	3	3.125	3:00:24 AM	3		37.40000153	1.800003052	-1.800003052	-1.800003052	0			7	0	0	0	0	0	0	0	0	0	0	0.899999976	86	16	17	97.45999908
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	4	3.166666746	4:00:24 AM	3		37.40000153	0	-1.800003052	0	-1.800003052			7	0	0	0	0	0	0	0	0	0	0	0.699999988	85	16	11	97.5
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	5	3.208333254	5:00:24 AM	2		35.59999847	-1.800003052	1.800003052	0	0			7	0	0	0	0	0	0	0	0	0	0	0.699999988	91	14	8	97.48999786
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	6	3.25	6:00:24 AM	2		35.59999847	0	0	0	0			7	0	0	0	0	0	0	0	0	0	0	0.5	90	21	8	97.54000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	7	3.291666746	7:00:24 AM	3		37.40000153	1.800003052	-1.800003052	-1.800003052	0			7	0	0	0	0	0	0	0	0	0	0	0.899999976	86	17	9	97.54000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	8	3.333333254	8:00:24 AM	2		35.59999847	-1.800003052	0	1.800003052	1.800003052			7	0	0	0	0	0	0	0	0	0	0	0.5	90	20	4	97.55000305
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	9	3.375	9:00:24 AM	2		35.59999847	0	1.800003052	1.800003052	1.800003052			7	0	0	0	0	0	0	0	0	0	0	1	93	18	8	97.58000183
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	10	3.416666746	10:00:24 AM	2		35.59999847	0	1.800003052	1.800003052	1.800003052			7	0	0	0	0	0	0	0	0	0	0	0.200000003	88	16	9	97.66000366
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	11	3.458333254	11:00:24 AM	3		37.40000153	1.800003052	0	0	0			7	0	0	0	0	0	6	0	0	0	1	1.100000024	87	18	9	97.65000153
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	12	3.5	12:00:24 PM	3		37.40000153	0	0	0	0			7	0	0	0	0	0	6	0	0	0	1	0.400000006	83	17	8	97.58999634
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	13	3.541666746	1:00:24 PM	3		37.40000153	0	0	0	-3.600002289			7	0	0	0	0	0	6	0	0	0	1	0.100000001	81	18	5	97.55999756
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	14	3.583333254	2:00:24 PM	3		37.40000153	0	0	-3.600002289	-3.600002289			7	0	0	0	0	0	0	0	0	0	0	-0.100000001	80	17	8	97.58000183
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	15	3.625	3:00:24 PM	3		37.40000153	0	-3.600002289	-3.600002289	-3.600002289			7	0	0	0	0	0	0	0	0	0	0	0.699999988	85	20	4	97.56999969
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	16	3.666666746	4:00:24 PM	3		37.40000153	0	-3.600002289	-3.600002289	-3.600002289			7	0	0	0	0	0	0	0	0	0	0	-0.100000001	80	13	4	97.58000183
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	17	3.708333254	5:00:24 PM	1		33.79999924	-3.600002289	0	0	0			7	0	0	0	0	0	6	0	0	0	1	-0.800000012	88		4	97.58000183
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	18	3.75	6:00:24 PM	1		33.79999924	0	0	0	0			7	0	0	0	0	0	6	0	0	0	1	-0.600000024	89		0	97.58000183
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	19	3.791666746	7:00:24 PM	1		33.79999924	0	0	0	-1.799999237			7	0	0	0	0	0	6	0	0	0	1	0	93	36	8	97.55999756
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	20	3.833333254	8:00:24 PM	1		33.79999924	0	0	-1.799999237	-1.799999237			7	0	0	0	0	0	0	0	0	0	0	-0.600000024	89	3	5	97.55000305
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	21	3.875	9:00:24 PM	1		33.79999924	0	-1.799999237	-1.799999237	-1.799999237			7	0	0	0	0	0	0	0	0	0	0	0	93	4	4	97.55000305
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	22	3.916666746	10:00:24 PM	1		33.79999924	0	-1.799999237	-1.799999237	-1.799999237			7	0	0	0	0	0	0	0	0	0	0	-0.200000003	92		0	97.54000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/3/10	3	23	3.958333254	11:00:24 PM	0		32	-1.799999237	0	0	0			7	0	0	0	0	0	6	0	0	0	1	-0.699999988	95	21	4	97.51999664
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	0	4	12:00:24 AM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.600000024	96		0	97.47000122
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	1	4.041666508	1:00:24 AM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.400000006	97		0	97.43000031
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	2	4.083333492	2:00:24 AM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.300000012	98		0	97.38999939
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	3	4.125	3:00:24 AM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.300000012	98		0	97.34999847
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	4	4.166666508	4:00:24 AM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.300000012	98		0	97.29000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	5	4.208333492	5:00:24 AM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.300000012	98		0	97.23999786
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	6	4.25	6:00:24 AM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.100000001	99	19	4	97.18000031
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	7	4.291666508	7:00:24 AM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.100000001	99		0	97.16999817
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	8	4.333333492	8:00:24 AM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.100000001	99		0	97.15000153
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	9	4.375	9:00:24 AM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.100000001	99		0	97.12999725
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	10	4.416666508	10:00:24 AM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.100000001	99		0	97.11000061
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	11	4.458333492	11:00:24 AM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.100000001	99	2	4	97.05000305
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	12	4.5	12:00:24 PM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.300000012	98		0	96.95999908
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	13	4.541666508	1:00:24 PM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.300000012	98		0	96.87999725
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	14	4.583333492	2:00:24 PM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.300000012	98		0	96.83000183
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	15	4.625	3:00:24 PM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.100000001	99		0	96.79000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	16	4.666666508	4:00:24 PM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.100000001	99		0	96.79000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	17	4.708333492	5:00:24 PM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.100000001	99		0	96.76999664
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	18	4.75	6:00:24 PM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.100000001	99		0	96.75
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	19	4.791666508	7:00:24 PM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.100000001	99		0	96.73999786
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	20	4.833333492	8:00:24 PM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.100000001	99		0	96.75
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	21	4.875	9:00:24 PM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.100000001	99		0	96.76000214
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	22	4.916666508	10:00:24 PM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.100000001	99		0	96.79000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/4/10	4	23	4.958333492	11:00:24 PM	0		32	0	0	0	0			24	0	0	0	0	0	6	0	0	0	1	-0.100000001	99		0	96.77999878
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	0	5	12:00:24 AM	0		32	0	0	0	0			5	0	0	0	0	0	6	0	0	0	1	-0.100000001	99		0	96.79000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	1	5.041666508	1:00:24 AM	0		32	0	0	0	-0.899999619			5	0	0	0	0	0	6	0	0	0	1	-0.100000001	99	10	4	96.79000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	2	5.083333492	2:00:24 AM	0		32	0	0	-0.899999619	0			5	0	0	0	0	0	0	0	0	0	0	-0.100000001	99		0	96.83999634
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	3	5.125	3:00:24 AM	0		32	0	-0.899999619	0	0			5	0	0	0	0	0	0	0	0	0	0	-0.100000001	99		0	96.84999847
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	4	5.166666508	4:00:24 AM	0		32	0	0	0	0			5	0	0	0	0	0	0	0	0	0	0	-0.100000001	99		0	96.86000061
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	5	5.208333492	5:00:24 AM	-0.5		31.10000038	-0.899999619	0.899999619	0.899999619	0.899999619			5	0	0	0	0	0	0	0	0	0	0	-0.600000024	99	36	5	96.86000061
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	6	5.25	6:00:24 AM	0		32	0.899999619	0	0	1.799999237			5	0	0	0	0	0	6	0	0	0	1	-0.100000001	99	35	5	96.88999939
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	7	5.291666508	7:00:24 AM	0		32	0	0	1.799999237	1.799999237			5	0	0	0	0	0	0	0	0	0	0	-0.100000001	99	8	4	96.93000031
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	8	5.333333492	8:00:24 AM	0		32	0	1.799999237	1.799999237	1.799999237			5	0	0	0	0	0	0	0	0	0	0	-0.300000012	98		0	97.04000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	9	5.375	9:00:24 AM	0		32	0	1.799999237	1.799999237	1.799999237			5	0	0	0	0	0	0	0	0	0	0	-0.300000012	98		0	97.11000061
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	10	5.416666508	10:00:24 AM	1		33.79999924	1.799999237	0	0	0			5	0	0	0	0	0	6	0	0	0	1	0.699999988	98		4	97.19000244
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	11	5.458333492	11:00:24 AM	1		33.79999924	0	0	0	-3.599998474			5	0	0	0	0	0	6	0	0	0	1	0.699999988	98		4	97.23999786
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	12	5.5	12:00:24 PM	1		33.79999924	0	0	-3.599998474	-7.199998856			5	0	0	0	0	0	0	0	0	0	0	-0.600000024	89	36	8	97.26999664
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	13	5.541666508	1:00:24 PM	1		33.79999924	0	-3.599998474	-7.199998856	-5.399999619			5	0	0	0	0	0	0	0	0	0	0	-3.5	72	36	11	97.29000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	14	5.583333492	2:00:24 PM	1		33.79999924	0	-7.199998856	-5.399999619	-10.79999924			5	0	0	0	0	0	0	0	0	0	0	-4.300000191	68	33	13	97.30999756
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	15	5.625	3:00:24 PM	-1		30.20000076	-3.599998474	-1.800001144	-7.200000763	-5.400001526			5	0	0	0	0	0	0	0	0	0	0	-4.5	77	35	9	97.37000275
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	16	5.666666508	4:00:24 PM	-3		26.60000038	-3.600000381	-3.600000381	-1.800001144	-3.600000381			5	0	0	0	0	0	0	0	0	0	0	-6	80	36	17	97.44000244
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	17	5.708333492	5:00:24 PM	-2		28.39999962	1.799999237	-3.600000381	-5.399999619	-3.600000381			5	0	0	0	0	0	0	0	0	0	0	-7.5	66	36	5	97.54000092
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	18	5.75	6:00:24 PM	-5		23	-5.399999619	0	1.799999237	3.600000381			5	0	0	0	0	0	0	0	0	0	0	-8.600000381	76	35	15	97.62999725
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	19	5.791666508	7:00:24 PM	-4		24.79999924	1.799999237	0	1.800001144	-3.599998474			5	0	0	0	0	0	0	0	0	0	0	-7.800000191	75	5	8	97.70999908
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	20	5.833333492	8:00:24 PM	-5		23	-1.799999237	3.600000381	-1.799999237	-3.600000381			5	0	0	0	0	0	0	0	0	0	0	-7.300000191	84		0	97.83999634
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	21	5.875	9:00:24 PM	-4		24.79999924	1.799999237	-3.599998474	-5.399999619	-1.799999237			5	0	0	0	0	0	0	0	0	0	0	-6.5	83		4	97.91000366
Kelowna Airport	49.02999878	-119.4649963	2010	1/5/10	5	22	5.916666508	10:00:24 PM	-3		26.60000038	1.800001144	-7.200000763	-3.600000381	-1.800001144			5	0	0	0	0	0	0	0	0	0	0	-6.800000191	75	4	5	97.98000336
